Epoch-Num	Learning-Rate	Train-Loss	Train-acc-B	Train-acc	Valid-Loss	Valid-acc-B	Valid-acc	
100.000000	0.074800	1.561000	84.284000	89.668000	1.559000	81.600000	87.318000	
101.000000	0.074347	1.561000	84.570000	89.627000	1.550000	82.066000	87.196000	
102.000000	0.073891	1.558000	84.193000	89.526000	1.525000	82.239000	88.493000	
103.000000	0.073433	1.561000	84.350000	89.678000	1.511000	83.919000	88.088000	
104.000000	0.072973	1.555000	84.843000	90.116000	1.552000	82.623000	87.885000	
105.000000	0.072509	1.556000	83.857000	89.587000	1.514000	84.855000	89.587000	
106.000000	0.072044	1.556000	84.418000	89.668000	1.496000	85.385000	89.749000	
107.000000	0.071576	1.553000	84.548000	89.902000	1.539000	82.844000	87.966000	
108.000000	0.071106	1.550000	84.670000	90.045000	1.533000	84.286000	88.128000	
109.000000	0.070633	1.547000	84.555000	89.770000	1.487000	86.444000	90.640000	
110.000000	0.070159	1.543000	85.178000	90.289000	1.531000	83.537000	87.804000	
111.000000	0.069682	1.545000	85.025000	90.157000	1.499000	84.381000	89.627000	
112.000000	0.069203	1.541000	85.136000	90.503000	1.545000	85.492000	87.682000	
113.000000	0.068722	1.542000	85.342000	90.299000	1.535000	82.934000	88.331000	
114.000000	0.068239	1.539000	85.490000	90.564000	1.518000	84.012000	89.587000	
115.000000	0.067754	1.540000	85.675000	90.391000	1.536000	84.040000	88.695000	
116.000000	0.067268	1.537000	85.415000	90.238000	1.519000	85.525000	88.452000	
117.000000	0.066779	1.534000	85.674000	90.503000	1.470000	88.208000	91.532000	
118.000000	0.066288	1.539000	85.297000	90.493000	1.535000	83.780000	88.412000	
119.000000	0.065796	1.532000	85.734000	90.645000	1.600000	82.245000	85.535000	
120.000000	0.065303	1.526000	86.198000	90.971000	1.540000	85.022000	88.533000	
121.000000	0.064807	1.527000	86.256000	90.920000	1.506000	83.741000	89.344000	
122.000000	0.064310	1.531000	85.660000	90.747000	1.533000	85.405000	88.209000	
123.000000	0.063812	1.528000	86.272000	90.971000	1.497000	85.819000	90.316000	
124.000000	0.063312	1.531000	86.230000	90.869000	1.507000	83.810000	89.546000	
125.000000	0.062810	1.526000	86.224000	90.859000	1.489000	85.045000	90.316000	
126.000000	0.062307	1.528000	86.166000	90.757000	1.492000	85.688000	90.194000	
127.000000	0.061803	1.520000	86.227000	90.920000	1.554000	84.131000	87.034000	
128.000000	0.061298	1.513000	87.266000	91.643000	1.488000	86.463000	90.397000	
129.000000	0.060792	1.517000	86.233000	91.114000	1.488000	83.835000	89.951000	
130.000000	0.060284	1.517000	86.563000	91.164000	1.505000	84.856000	89.100000	
131.000000	0.059775	1.514000	86.971000	91.368000	1.499000	85.908000	90.194000	
132.000000	0.059266	1.511000	86.708000	91.368000	1.485000	85.517000	90.478000	
133.000000	0.058755	1.516000	86.598000	91.175000	1.483000	86.820000	90.559000	
134.000000	0.058244	1.507000	87.385000	91.551000	1.511000	85.442000	89.627000	
135.000000	0.057731	1.506000	87.690000	91.969000	1.541000	83.431000	87.277000	
136.000000	0.057218	1.503000	87.386000	91.775000	1.505000	84.609000	89.384000	
137.000000	0.056704	1.502000	87.386000	91.663000	1.523000	83.010000	88.088000	
138.000000	0.056189	1.503000	86.983000	91.633000	1.554000	83.619000	87.682000	
139.000000	0.055674	1.500000	87.691000	91.846000	1.517000	85.128000	88.776000	
140.000000	0.055158	1.495000	87.827000	92.142000	1.526000	84.619000	87.885000	
141.000000	0.054642	1.505000	87.913000	91.979000	1.504000	86.442000	90.032000	
142.000000	0.054125	1.495000	88.487000	92.274000	1.481000	86.762000	89.992000	
143.000000	0.053608	1.491000	88.075000	92.376000	1.491000	85.855000	89.425000	
144.000000	0.053091	1.489000	88.514000	92.498000	1.492000	85.292000	89.749000	
145.000000	0.052573	1.493000	88.139000	92.101000	1.458000	86.379000	91.370000	
146.000000	0.052055	1.491000	88.266000	92.457000	1.482000	85.913000	89.870000	
147.000000	0.051537	1.487000	88.498000	92.305000	1.485000	85.684000	90.316000	
148.000000	0.051018	1.490000	88.046000	92.101000	1.489000	85.401000	90.073000	
149.000000	0.050500	1.476000	89.004000	92.997000	1.470000	85.822000	90.316000	
150.000000	0.049982	1.481000	88.793000	92.875000	1.488000	86.222000	89.708000	
151.000000	0.049463	1.482000	88.787000	92.579000	1.500000	84.728000	88.898000	
152.000000	0.048945	1.482000	88.809000	92.630000	1.487000	85.492000	89.911000	
153.000000	0.048427	1.477000	89.507000	93.007000	1.503000	85.024000	89.263000	
154.000000	0.047909	1.475000	89.184000	93.027000	1.492000	84.347000	90.113000	
155.000000	0.047392	1.472000	89.768000	93.221000	1.547000	84.659000	87.844000	
156.000000	0.046875	1.478000	89.502000	93.190000	1.471000	86.895000	90.964000	
157.000000	0.046358	1.475000	89.335000	92.956000	1.499000	86.480000	89.546000	
158.000000	0.045842	1.467000	89.860000	93.394000	1.500000	84.840000	89.019000	
159.000000	0.045326	1.467000	89.708000	93.343000	1.506000	85.116000	88.290000	
160.000000	0.044811	1.471000	89.237000	93.088000	1.516000	84.305000	88.695000	
161.000000	0.044296	1.468000	89.639000	93.231000	1.493000	85.850000	89.425000	
162.000000	0.043782	1.460000	89.910000	93.384000	1.461000	88.513000	91.288000	
163.000000	0.043269	1.459000	90.450000	93.719000	1.488000	86.248000	89.749000	
164.000000	0.042756	1.460000	90.578000	93.730000	1.486000	86.589000	90.194000	
165.000000	0.042245	1.464000	89.682000	93.251000	1.458000	87.567000	91.045000	
166.000000	0.041734	1.462000	89.905000	93.394000	1.500000	86.237000	90.032000	
167.000000	0.041225	1.455000	90.412000	93.821000	1.483000	86.667000	90.600000	
168.000000	0.040716	1.460000	89.938000	93.465000	1.484000	85.187000	90.073000	
169.000000	0.040208	1.447000	90.765000	93.933000	1.479000	85.950000	89.870000	
170.000000	0.039702	1.442000	91.533000	94.289000	1.480000	85.557000	89.789000	
171.000000	0.039197	1.453000	90.414000	93.801000	1.464000	88.609000	91.288000	
172.000000	0.038693	1.447000	91.088000	94.228000	1.490000	85.856000	89.425000	
173.000000	0.038190	1.445000	91.231000	94.137000	1.472000	86.631000	90.194000	
174.000000	0.037688	1.439000	91.723000	94.585000	1.460000	87.595000	90.924000	
175.000000	0.037188	1.440000	91.265000	94.218000	1.548000	86.001000	87.520000	
176.000000	0.036690	1.439000	91.529000	94.422000	1.476000	86.277000	90.235000	
177.000000	0.036193	1.437000	91.321000	94.249000	1.466000	87.003000	90.802000	
178.000000	0.035697	1.432000	92.225000	94.798000	1.496000	84.598000	89.344000	
179.000000	0.035204	1.430000	92.229000	94.890000	1.480000	86.550000	89.789000	
180.000000	0.034712	1.429000	92.062000	94.849000	1.474000	86.456000	90.438000	
181.000000	0.034221	1.435000	92.048000	94.798000	1.481000	85.085000	89.951000	
182.000000	0.033732	1.433000	91.979000	94.585000	1.499000	85.938000	89.911000	
183.000000	0.033246	1.431000	92.037000	94.758000	1.506000	85.298000	88.493000	
184.000000	0.032761	1.423000	92.375000	95.043000	1.475000	87.217000	90.600000	
185.000000	0.032278	1.422000	92.372000	94.941000	1.469000	86.525000	90.397000	
186.000000	0.031797	1.424000	92.463000	94.890000	1.463000	86.888000	91.329000	
187.000000	0.031318	1.416000	93.048000	95.307000	1.462000	87.609000	90.721000	
188.000000	0.030841	1.424000	92.345000	94.931000	1.488000	85.744000	89.708000	
189.000000	0.030367	1.420000	92.822000	95.338000	1.479000	86.761000	90.032000	
190.000000	0.029894	1.415000	92.392000	95.002000	1.482000	86.221000	89.870000	
191.000000	0.029424	1.414000	92.703000	95.236000	1.481000	86.656000	90.357000	
192.000000	0.028956	1.408000	93.311000	95.613000	1.470000	86.947000	90.478000	
193.000000	0.028491	1.409000	93.289000	95.582000	1.467000	87.209000	91.045000	
194.000000	0.028027	1.412000	92.673000	95.318000	1.452000	87.854000	91.329000	
195.000000	0.027567	1.407000	93.460000	95.827000	1.459000	86.812000	91.086000	
196.000000	0.027109	1.406000	93.411000	95.674000	1.468000	88.905000	90.964000	
197.000000	0.026653	1.401000	93.443000	95.827000	1.458000	88.717000	91.370000	
198.000000	0.026200	1.400000	93.695000	95.816000	1.471000	87.347000	90.721000	
199.000000	0.025750	1.400000	93.480000	95.765000	1.482000	86.817000	90.194000	
200.000000	0.025302	1.396000	94.209000	96.315000	1.470000	88.101000	90.802000	
201.000000	0.024858	1.393000	94.152000	96.193000	1.527000	85.780000	88.533000	
202.000000	0.024416	1.391000	94.313000	96.254000	1.475000	88.076000	90.478000	
203.000000	0.023977	1.394000	94.139000	96.193000	1.479000	86.784000	90.032000	
204.000000	0.023540	1.387000	94.455000	96.509000	1.471000	87.110000	90.438000	
205.000000	0.023107	1.388000	94.208000	96.346000	1.467000	87.805000	91.045000	
206.000000	0.022677	1.389000	94.399000	96.356000	1.457000	88.079000	91.451000	
207.000000	0.022250	1.387000	94.781000	96.529000	1.480000	86.792000	90.600000	
208.000000	0.021826	1.388000	94.394000	96.254000	1.445000	88.133000	91.491000	
209.000000	0.021405	1.384000	94.599000	96.468000	1.457000	88.566000	91.005000	
210.000000	0.020987	1.377000	95.227000	96.875000	1.462000	87.658000	90.843000	
211.000000	0.020572	1.380000	94.864000	96.702000	1.449000	87.766000	91.329000	
212.000000	0.020161	1.379000	95.228000	96.743000	1.451000	87.371000	91.491000	
213.000000	0.019753	1.377000	94.726000	96.549000	1.449000	89.120000	91.937000	
214.000000	0.019349	1.374000	95.357000	96.885000	1.477000	88.127000	90.559000	
215.000000	0.018948	1.372000	95.564000	97.048000	1.451000	88.458000	91.775000	
216.000000	0.018550	1.374000	95.169000	96.804000	1.458000	87.963000	91.126000	
217.000000	0.018156	1.372000	95.326000	96.956000	1.459000	86.783000	91.045000	
218.000000	0.017765	1.362000	96.024000	97.364000	1.450000	86.971000	91.410000	
219.000000	0.017378	1.366000	95.650000	97.241000	1.463000	88.609000	91.086000	
220.000000	0.016995	1.364000	95.638000	97.180000	1.449000	88.471000	91.207000	
221.000000	0.016615	1.363000	96.031000	97.496000	1.457000	87.251000	91.045000	
222.000000	0.016239	1.362000	95.741000	97.241000	1.446000	88.017000	91.451000	
223.000000	0.015867	1.361000	95.820000	97.323000	1.455000	88.754000	91.086000	
224.000000	0.015498	1.358000	96.216000	97.557000	1.443000	87.758000	91.288000	
225.000000	0.015134	1.357000	96.221000	97.526000	1.463000	87.642000	90.843000	
226.000000	0.014773	1.354000	96.396000	97.689000	1.464000	88.200000	90.640000	
227.000000	0.014416	1.357000	96.233000	97.557000	1.445000	87.850000	91.491000	
228.000000	0.014063	1.350000	96.481000	97.689000	1.447000	89.130000	91.856000	
229.000000	0.013714	1.348000	96.794000	97.893000	1.460000	88.308000	91.288000	
230.000000	0.013370	1.351000	96.502000	97.730000	1.461000	88.633000	91.288000	
231.000000	0.013029	1.347000	96.845000	97.883000	1.453000	88.412000	91.613000	
232.000000	0.012692	1.348000	97.035000	98.025000	1.456000	87.880000	91.410000	
233.000000	0.012360	1.345000	96.703000	97.852000	1.461000	87.722000	91.248000	
234.000000	0.012031	1.344000	96.875000	97.964000	1.453000	88.089000	91.491000	
235.000000	0.011707	1.345000	97.146000	98.107000	1.449000	88.666000	91.937000	
236.000000	0.011387	1.342000	97.107000	98.025000	1.448000	88.626000	91.167000	
237.000000	0.011072	1.341000	96.994000	97.995000	1.456000	87.954000	91.491000	
238.000000	0.010761	1.335000	97.417000	98.341000	1.446000	88.355000	91.815000	
239.000000	0.010454	1.336000	97.408000	98.280000	1.448000	87.738000	91.329000	
240.000000	0.010151	1.333000	97.395000	98.310000	1.455000	87.738000	90.883000	
241.000000	0.009853	1.334000	97.210000	98.158000	1.450000	88.616000	91.572000	
242.000000	0.009560	1.332000	97.511000	98.504000	1.451000	88.655000	91.856000	
243.000000	0.009270	1.331000	97.566000	98.371000	1.454000	87.905000	91.167000	
244.000000	0.008986	1.328000	97.671000	98.514000	1.454000	88.426000	91.491000	
245.000000	0.008706	1.329000	97.802000	98.514000	1.448000	88.038000	91.329000	
246.000000	0.008430	1.331000	97.785000	98.483000	1.447000	89.024000	92.220000	
247.000000	0.008159	1.330000	97.784000	98.514000	1.457000	88.024000	91.613000	
248.000000	0.007893	1.328000	97.723000	98.585000	1.449000	88.571000	91.775000	
249.000000	0.007632	1.328000	97.546000	98.432000	1.443000	89.096000	91.896000	
250.000000	0.007375	1.323000	98.155000	98.768000	1.453000	88.438000	91.734000	
251.000000	0.007123	1.323000	98.051000	98.717000	1.452000	87.754000	91.329000	
252.000000	0.006875	1.322000	98.086000	98.758000	1.448000	88.741000	92.058000	
253.000000	0.006633	1.321000	98.292000	98.829000	1.446000	88.525000	92.180000	
254.000000	0.006395	1.320000	98.228000	98.840000	1.447000	88.674000	92.099000	
255.000000	0.006162	1.319000	98.207000	98.789000	1.453000	87.921000	91.775000	
256.000000	0.005934	1.320000	98.145000	98.819000	1.459000	87.513000	91.329000	
257.000000	0.005711	1.319000	98.128000	98.758000	1.454000	88.638000	91.694000	
258.000000	0.005493	1.316000	98.577000	98.972000	1.454000	88.213000	91.451000	
259.000000	0.005279	1.316000	98.407000	98.931000	1.464000	87.766000	91.045000	
260.000000	0.005071	1.315000	98.481000	99.013000	1.459000	87.783000	91.572000	
261.000000	0.004868	1.313000	98.424000	99.002000	1.446000	88.050000	91.653000	
262.000000	0.004669	1.313000	98.581000	99.104000	1.445000	88.083000	91.856000	
263.000000	0.004476	1.314000	98.492000	98.962000	1.452000	88.083000	91.207000	
264.000000	0.004288	1.309000	98.700000	99.155000	1.451000	88.167000	91.613000	
265.000000	0.004105	1.311000	98.735000	99.125000	1.456000	88.604000	91.734000	
266.000000	0.003926	1.310000	98.656000	99.064000	1.445000	88.108000	91.734000	
267.000000	0.003753	1.309000	98.798000	99.114000	1.449000	88.862000	91.734000	
268.000000	0.003585	1.310000	98.607000	99.135000	1.454000	88.338000	91.370000	
269.000000	0.003423	1.308000	98.731000	99.175000	1.448000	87.933000	91.451000	
270.000000	0.003265	1.308000	98.889000	99.247000	1.448000	87.929000	91.815000	
271.000000	0.003113	1.307000	99.001000	99.328000	1.451000	88.658000	92.099000	
272.000000	0.002965	1.306000	98.901000	99.277000	1.452000	88.683000	92.139000	
273.000000	0.002823	1.306000	98.982000	99.318000	1.450000	87.812000	91.734000	
274.000000	0.002687	1.306000	98.791000	99.226000	1.451000	87.883000	91.451000	
275.000000	0.002555	1.305000	98.922000	99.237000	1.458000	87.820000	91.491000	
276.000000	0.002429	1.306000	99.043000	99.308000	1.459000	88.349000	91.653000	
277.000000	0.002308	1.304000	99.032000	99.369000	1.444000	88.253000	92.018000	
278.000000	0.002192	1.304000	98.998000	99.338000	1.452000	88.200000	91.896000	
279.000000	0.002082	1.302000	99.157000	99.450000	1.456000	87.879000	91.410000	
280.000000	0.001977	1.302000	99.116000	99.349000	1.451000	87.949000	91.775000	
281.000000	0.001877	1.302000	99.106000	99.410000	1.448000	88.366000	92.261000	
282.000000	0.001782	1.301000	99.258000	99.481000	1.451000	88.662000	92.099000	
283.000000	0.001693	1.301000	99.204000	99.491000	1.450000	88.820000	92.058000	
284.000000	0.001609	1.302000	99.109000	99.359000	1.452000	88.670000	91.977000	
285.000000	0.001531	1.300000	99.289000	99.481000	1.449000	88.599000	92.018000	
286.000000	0.001458	1.300000	99.303000	99.542000	1.451000	88.074000	91.694000	
287.000000	0.001390	1.300000	99.178000	99.430000	1.451000	88.008000	91.613000	
288.000000	0.001328	1.298000	99.404000	99.583000	1.448000	88.408000	92.058000	
289.000000	0.001271	1.300000	99.155000	99.440000	1.446000	88.899000	92.342000	
290.000000	0.001220	1.298000	99.422000	99.623000	1.456000	88.091000	91.694000	
291.000000	0.001174	1.298000	99.478000	99.634000	1.451000	88.466000	92.018000	
292.000000	0.001133	1.299000	99.296000	99.522000	1.456000	88.154000	91.653000	
293.000000	0.001098	1.297000	99.374000	99.613000	1.454000	88.395000	91.856000	
294.000000	0.001068	1.298000	99.513000	99.654000	1.451000	88.500000	91.937000	
295.000000	0.001043	1.299000	99.397000	99.603000	1.452000	88.287000	91.896000	
296.000000	0.001024	1.298000	99.482000	99.613000	1.451000	88.170000	91.856000	
297.000000	0.001011	1.298000	99.465000	99.634000	1.452000	88.399000	91.896000	
298.000000	0.001003	1.298000	99.426000	99.613000	1.452000	88.308000	91.775000	
299.000000	0.001000	1.299000	99.123000	99.481000	1.457000	88.475000	91.694000	
